symbol,name,generated_at,latest,pct_chg,turnover_rate,pe,amount,total_market_cap,float_market_cap,is_st,is_suspended,is_limit_up,is_limit_down,block_reasons,tradable,health_score
002871.SZ,伟隆股份,2026-09-21T15:05:10,17.95,1.93,2.25,45.9,59797007.81,4520776517.75,2681972737.85,False,False,False,False,,True,92.0
