time,signal_date,rebalance_day,next_rebalance_in_trading_days,equity,cash,positions,planned_orders,allow_orders,block_orders,order_symbols,watch_symbols,total_return,max_drawdown,win_rate,total_cost
1415,2026-09-07,False,3,1322267.14,1322267.14,0,0,0,0,,002909.SZ;002917.SZ;002923.SZ;003015.SZ;003016.SZ;003017.SZ;003018.SZ;003023.SZ;603679.SH;603721.SH,0.322267,-0.258677,0.422886,40806.6188
1443,2026-09-07,False,3,1322345.72,1322345.72,0,0,0,0,,002909.SZ;002917.SZ;002923.SZ;003015.SZ;003016.SZ;003018.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,0.322346,-0.258639,0.422886,40806.6401
1558,2026-09-04,False,13,849401.38,136010.38,5,0,0,0,,002909.SZ;002917.SZ;002923.SZ;003015.SZ;003016.SZ;003017.SZ;003018.SZ;003020.SZ;003023.SZ;603679.SH;603721.SH,-0.150599,-0.416751,0.368687,37112.529
2118,2026-09-07,False,3,1322293.92,1322293.92,0,0,0,0,,002871.SZ;002909.SZ;002917.SZ;002923.SZ;003015.SZ;003016.SZ;003018.SZ;003023.SZ;603679.SH;603721.SH,0.322294,-0.258668,0.422886,40806.497
