status,start_date,end_date,start_equity,end_equity,total_return,max_drawdown,fills,closed_trades,winning_trades,win_rate,total_cost,rejections
ok,2021-01-04,2026-08-20,1000000.0,1122026.59,0.122027,-0.517218,484,309,146,0.472492,30401.4147,33
