symbol,name,generated_at,latest,pct_chg,turnover_rate,pe,amount,total_market_cap,float_market_cap,is_st,is_suspended,is_limit_up,is_limit_down,block_reasons,tradable,health_score
002871.SZ,伟隆股份,2026-08-31T16:08:36,18.56,9.11,5.69,47.46,153578703.56,4674407363.2,2773114986.8799996,False,False,False,False,,True,100.0
002875.SZ,安奈儿,2026-08-31T16:08:36,14.49,10.02,4.95,-376.29,146869199.9,3077829883.8,3077829883.8,False,False,True,False,limit_up_no_buy;pe_out_of_range,False,65.0
