symbol,name,generated_at,latest,pct_chg,turnover_rate,pe,amount,total_market_cap,float_market_cap,is_st,is_suspended,is_limit_up,is_limit_down,block_reasons,tradable,health_score
002871.SZ,伟隆股份,2026-09-09T12:56:55,19.2,-1.03,2.71,49.1,77960958.24,4835593824.0,2868739641.6,False,False,False,False,,True,100.0
002896.SZ,中大力德,2026-09-09T12:56:55,62.69,-0.74,1.93,221.73,238601622.75,12320006182.3,12320006182.3,False,False,False,False,pe_out_of_range,False,85.0
