time,signal_date,rebalance_day,next_rebalance_in_trading_days,equity,cash,positions,planned_orders,allow_orders,block_orders,order_symbols,watch_symbols,total_return,max_drawdown,win_rate,total_cost
1936,2026-08-27,False,10,1322408.59,1322408.59,0,0,0,0,,002909.SZ;002917.SZ;002923.SZ;003016.SZ;003017.SZ;003020.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,0.322409,-0.258605,0.422886,40806.3907
2006,2026-08-27,False,10,1322929.42,1322929.42,0,0,0,0,,002909.SZ;002917.SZ;002923.SZ;003016.SZ;003017.SZ;003020.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,0.322929,-0.258602,0.417085,40827.2427
