symbol,name,generated_at,latest,pct_chg,turnover_rate,pe,amount,total_market_cap,float_market_cap,is_st,is_suspended,is_limit_up,is_limit_down,block_reasons,tradable,health_score
002871.SZ,伟隆股份,2026-08-24T09:02:16,16.4,-1.5,1.27,45.8,30952775.6,4130403057.9999995,2447972617.2,False,False,False,False,,True,92.0
