status,start_date,end_date,start_equity,end_equity,total_return,max_drawdown,fills,closed_trades,winning_trades,win_rate,total_cost,rejections
ok,2023-12-18,2026-08-19,1000000.0,1724795.78,0.724796,-0.271052,273,170,93,0.547059,22626.7432,14
