status,start_date,end_date,start_equity,end_equity,total_return,max_drawdown,fills,closed_trades,winning_trades,win_rate,total_cost,rejections
ok,2024-01-10,2026-09-01,1000000.0,1000000.0,0.0,0.0,0,0,0,0.0,0,19
