time,signal_date,rebalance_day,next_rebalance_in_trading_days,equity,cash,positions,planned_orders,allow_orders,block_orders,order_symbols,watch_symbols,total_return,max_drawdown,win_rate,total_cost
1418,2026-09-24,False,10,1237129.48,380041.48,4,0,0,0,,002871.SZ;002903.SZ;002909.SZ;002923.SZ;003015.SZ;003016.SZ;003018.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,0.237129,-0.509776,0.386792,86795.9889
1452,2026-09-24,False,10,835046.81,258893.81,4,0,0,0,,002871.SZ;002903.SZ;002909.SZ;002923.SZ;003015.SZ;003016.SZ;003018.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,-0.164953,-0.619557,0.344473,63073.4129
