symbol,name,generated_at,latest,pct_chg,turnover_rate,pe,amount,total_market_cap,float_market_cap,is_st,is_suspended,is_limit_up,is_limit_down,block_reasons,tradable,health_score
002871.SZ,伟隆股份,2026-09-16T13:28:43,17.57,1.33,1.51,44.93,39590073.0,4425072056.65,2625195599.11,False,False,False,False,,True,92.0
