date,symbol,quantity,available_to_sell,avg_cost,last_price,market_value,unrealized_pnl
2026-08-18,002923.SZ,27200,27200,11.1433,11.66,317152.0,14053.1
2026-08-18,603679.SH,13400,13400,18.3162,22.73,304582.0,59144.39
2026-08-18,003023.SZ,13000,13000,23.327,27.75,360750.0,57499.05
2026-08-18,003020.SZ,16400,16400,18.4355,19.41,318324.0,15981.32
2026-08-18,002883.SZ,34500,34500,8.7926,9.39,323955.0,20609.02
