status,start_date,end_date,start_equity,end_equity,total_return,max_drawdown,fills,closed_trades,winning_trades,win_rate,total_cost,rejections
ok,2021-01-04,2026-09-04,1000000.0,1000000.0,0.0,0.0,0,0,0,0.0,0,52
