symbol,name,generated_at,latest,pct_chg,turnover_rate,pe,amount,total_market_cap,float_market_cap,is_st,is_suspended,is_limit_up,is_limit_down,block_reasons,tradable,health_score
002871.SZ,伟隆股份,2026-09-04T12:42:33,19.67,-3.01,3.65,50.3,108425951.95,4953965131.150001,2938963997.4100003,False,False,False,False,,True,100.0
002875.SZ,安奈儿,2026-09-04T12:42:33,13.62,-0.87,3.04,-353.69,88925414.91,2893032644.3999996,2893032644.3999996,False,False,False,False,pe_out_of_range,False,85.0
