status,start_date,end_date,start_equity,end_equity,total_return,max_drawdown,fills,closed_trades,winning_trades,win_rate,total_cost,rejections
ok,2021-01-04,2026-08-20,1000000.0,1340546.26,0.340546,-0.451615,538,350,178,0.508571,36620.3057,30
