time,signal_date,rebalance_day,next_rebalance_in_trading_days,equity,cash,positions,planned_orders,allow_orders,block_orders,order_symbols,watch_symbols,total_return,max_drawdown,win_rate,total_cost
1425,2026-09-22,False,12,572199.42,177916.42,4,0,0,0,,002871.SZ;002903.SZ;002909.SZ;002923.SZ;003015.SZ;003016.SZ;003018.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,-0.427801,-0.7044,0.376712,64145.7335
1458,2026-09-22,False,12,572370.42,177916.42,4,0,0,0,,002871.SZ;002903.SZ;002909.SZ;002923.SZ;003015.SZ;003016.SZ;003018.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,-0.42763,-0.7044,0.376712,64145.7335
1616,2026-09-21,False,13,1302525.12,398767.12,4,0,0,0,,002903.SZ;002909.SZ;002923.SZ;003015.SZ;003016.SZ;003017.SZ;003018.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,0.302525,-0.292531,0.415459,42943.7767
1738,2026-09-22,False,12,1360962.07,416696.07,4,0,0,0,,002871.SZ;002903.SZ;002909.SZ;002923.SZ;003015.SZ;003016.SZ;003018.SZ;003023.SZ;603655.SH;603679.SH;603721.SH,0.360962,-0.293231,0.427885,44253.5051
